RECRD,VESSLTERMS,FEATURE_TYPE,LATDEC,LONDEC,GP_QUALITY,DEPTH,SOUNDING_TYPE,YEARSUNK,HISTORY
10088,UNKNOWN,"Submerged, dangerous",30.428936,-81.223747,High,58.7,Feets,,"HISTORY
  FE441/98-- OPR-G354-WH; UNASSIGNED (750 METER RADIUS). SIDE ì
SCAN SONAR SEARCH LOCATED A WRECK. DIVERS DESCRIBE A SEVERELY ì
DETERIORATED BARGE APPEOX. 100 Feets LONG. SOME OF THE DECK WAS ì
COMPLETELY COLLAPSED. LD OF 58.7 Feets (17.9 METERS) WAS TAKEN ON ì
AN ANGLED PIPE STRUCTURE ATTACHED TO THE DECK IN LAT. ì
30-25-44.172N, LONG. 81-13-25.489W. EVALUATOR RECOMMENDS DELETING ì
OBSTRUCTION IN LAT. 30-25-43.35N, LONG. 81-13-19.34W AND CHARTING ì
A 58 WK AS SURVEYED. (ENT 9/22/98, SJV)"
10087,UNKNOWN,"Submerged, dangerous",30.430206,-81.222889,High,63,Feets,,"HISTORY
  FE441/98-- OPR-G354-WH; UNASSIGNED (750 METER RADIUS). SIDE ì
SCAN SONAR SEARCH LOCATED A WRECK. DIVERS DESCRIBE A BARGE ì
APPROX. 110 Feets LONG RESTING UPSIDE DOWN. LD ON EXPOSED HULL OF ì
63.0 Feets (19.2 METERS) IN 30-25-48.741N, LONG. 81-13-22.396W. ì
EVALUATOR RECOMMENDS CHARTING A 63 WK AS SCALE ALLOWS. (ENT ì
9/22/98, SJV)"
8214,UNKNOWN,"Submerged, dangerous",30.441731,-86.45555,High,9.2,Meters,,"HISTORY
  CL616/91-- CHART INSPECTION REPORT AHP2 TO N/CG244 (4/11/89); ì
WRECK OF ""WOODEN BARGE"" REPORTED BY CAPT. WARREN SWEENEY OF THE ì
SHRIMP BOAT ""LAURA B."", NICEVILLE, FL. POSITION SCALED FROM CHART ì
11385 IN LAT. 30-26-33.5N, LONG. 86-27-18.0W. LORAN-C RATES (7980 ì
CHAIN)= 13756.0W, 47164.1Y (OBSERVED). ""ON 28-FOOT CONTOUR"".
  LNM32/91-- ADD DANGEROUS WRECK (PA) IN LAT. 30-26-34.0N, LONG. ì
86-27-18.0W. (ENT 3/13/92, SJV)
  H10292/93-- OPR-J259-AHP; SIDE SCAN SONAR CONTACT. DIVERS ì
DESCRIBE A SERIES OF ROTTED TIMBERS RISING LESS THAN .3 METERS ì
OFF THE BOTTOM. NO LD OBTAINED. EVALUATOR RECOMMENDS REVISING PA ì
WRECK TO A DANGEROUS SUBMERGED WRECK IN LAT. 30-26-30.23N, LONG. ì
86-27-19.98W. ECHO SOUNDER LD OF 9.2 METERS (30 Feets). (UP ì
12/8/93, SJV)"
8213,UNKNOWN,"Submerged, dangerous",30.442422,-86.492658,High,7.3,Meters,,"HISTORY
  CL616/91-- CHART INSPECTION REPORT, AHP2 TO N/CG244 (4/11/89); ì
WRECK ""SOUTH BARGE"" REPORTED BY CAPT. WARREN SWEENEY OF THE ì
SHRIMP BOAT ""LAURA B."", NICEVILLE, FL. INCORRECTLY CHARTED ON ì
CHART 11385 (20TH ED., 11/23/91). CORRECT POSITION IS LAT. ì
30-26-20.0N, LONG. 86-29-42.0W. (BROUGHT TO ATTENTION OF MAPPING ì
AND CHARTING BRANCH WHICH WILL RECOMMEND A NOTICE TO MARINERS ì
BE WRITTEN, 3/13/92). LORAN-C RATES (7980 CHAIN)= 13731.0W, ì
47162.4Y (OBSERVED). "".75 MILE NORTH OF LIGHT 53 AT COBBS POINT ì
ON THE 32-FOOT CONTOUR"".
  LNM32/91-- ADD DANGEROUS WRECK (PA) (SIDES A&B) IN LAT. ì
30-26-20.0N, LONG. 86-29-42W. (ENT 3/13/92, SJV)
  H10292/93-- OPR-J259-AHP; SIDE SCAN SONAR CONTACT. DIVERS ì
DESCRIBE A LARGE STEEL BARGE RISING 3.0 METERS OFF THE BOTTOM IN ì
LAT. 30-26-32.72N, LONG. 86-29-33.57W. LL LD OF 7.3 METERS (24.2 ì
Feets). BARGE MEASURES 50 X 15 METERS. EVALUATOR ì
RECOMMENDS REVISING TO A DANGEROUS SUBMERGED WRECK AS SURVEYED. ì
(UP 12/8/94, SJV)"
466,UNKNOWN,"Submerged, dangerous",30.4527,-81.322022,High,54.2,Feets,,"HISTORY
  NM9/44-- ST. JOHNS RIVER APPROACH-INFORMATION CONCERNING WRECKS;  1. A RECENT SURVEY INDICATES THAT THE WRECK FORMERLY REPORTED ABOUT 3 MILES, 2 DEG. FROM THE ST. JOHNS LIGHTSHIP LIES IN 65 Feets OF WATER IN LAT. 30-26-48N, LONG. 81-19-06W WITH A LEAST DEPTH OF 58 Feets AT MLW. 2. THE WRECK FORMERLY SHOWN ON THE CHARTS IN LAT. 30-16-00N, LONG. 81-13-48W HAS BEEN SEARCHED FOR WITHOUT SUCESS AND WILL BE EXPUNGED. (UP 4/14/98, SJV)
 FE441/98-- OPR-G354-WH; LOCATED WRECK WITH SINGLE BEAM ECHO SOUNDER. ES LD OF 54.2 Feets IN LAT. 30-27-09.722N, LONG. 81-19-19.278W OF 54.2 Feets. EVALUATOR RECOMMENDS DELETING CHARTED WRECK AND 58 FT REP AND CHARTING A 54 WK AS SURVEYED. (UP 9/22/98, SJV)

 DESCRIPTION
     24 NO. 497; LOCATED IN 65 Feets OF WATER WITH A 58-FOOT LD
        (MLW) IN LAT. 30-26-48N, LONG. 81-19-06W; POSITION
        ACCURACY ONE MILE. (ADDED WRECK & CURVE THROUGH HO NM
        SUPPLEMENT DATED 3/28/43).
     27 NO. 661; SUNK WWII; WK LIES IN 65 Feets WITH A LD OF 58
        Feets AT MLW.



 DESCRIPTION
   24 NO 497; LOCATED IN 65 Feets OF WATER WITH A 58-FOOT LD
        (MLW) IN LAT. 30-26-48N, LONG. 81-19-06W; POSITION
        ACCURACY 1 MILE. (ADDED WRECK & CURVE THROUGH HO N.M.
        SUPPLEMENT DATED 3/28/43)
   27 NO 661; SUNK WWII; WK LIES IN 65 Feets WITH A LD OF 58
        Feets AT MLW."
8790,UNKNOWN,"Submerged, dangerous",30.460083,-86.225139,High,9,Feets,,"HISTORY
  H10448/92-93-- OPR-J259-AHP; UNCHARTED SUBMERGED STEEL BARGE ì
LOCATED IN LAT. 30-27-36.3N, LONG. 86-13-30.5W. LL LD OF 9.0 Feets ì
(2.8 METERS). 40 X 15-FOOT SECTION PROJECTING 4.8 Feets (1.5 ì
METERS) OFF THE BOTTOM IN 13.8 Feets (4.3 METERS). EVALUATOR ì
RECOMMENDS CHARTING A 2.8 WK AS SURVEYED. (ENT 11/17/93, SJV)"
10077,UNKNOWN,"Submerged, dangerous",30.461806,-81.237669,High,64,Feets,,"HISTORY
  FE441/98-- OPR-G354-WH; UNASSIGNED (750-METER RADIUS); SIDE ì
SCAN SONAR LOCATED A WRECK. DIVERS DESCRIBE A DETERIORATED ì
BARGE APPROX. 100 Feets LONG WITH A LD OF 64.0 Feets (19.5 METERS) ì
TAKEN ON REMAINING BIT (SIC.) ON THE TOP DECK IN LAT. ì
30-27-42.502N, LONG. 81-14-15.613W. EVALUATOR RECOMMENDS DELETING ì
OBSTN IN LAT. 30-27-37.91, LONG. 81-14-15.38W AND CHARTING A 64 ì
WK AS SURVEYED. (ENT 9/22/98, SJV)"
10594,UNKNOWN,"Submerged, dangerous",30.515472,-81.208306,High,43,Feets,,"HISTORY
  H10877/99-- OPR-G354-WH; UNCHARTED WRECK LOCATED BY SIDE SCAN SONAR. DIVERS DESCRIBE A ""DILAPIDATED WRECK"" WHOSE REMAINS CONSISTED OF A MAST, SCATTERED TANKS, PROPELLOR, SHAFT, AND A DECK WINCH.  LD OF 13.15 METERS (43 Feets) TAKEN ATOP THE MAST. EVALUATOR RECOMMENDS CHARTING A 43 OBSTN AS SURVEYED.  (ENT 4/26/00, SJV)"
10070,UNKNOWN,"Submerged, dangerous",30.549986,-81.123039,High,56,Feets,,"HISTORY
  FE441/98-- OPR-G354-WH; UNASSIGNED (750 METER RADIUS). SIDE ì
SCAN SONAR LOCATED WRECK. DIVERS DESCRIBE A BARGE MOSTLY INTACT. ì
LARGE SECTION OF COLLAPSED DECK ABOUT MIDSHIP. DIVER LD TAKEN ON ì
BIT (SIC.) RISING OFF THE TOP DECK IN LAT. 30-32-59.951N, LONG. ì
81-07-22.942W. EVALUATOR RECOMMENDS DELETING CHARTED OBSTRUCTION ì
AND CHARTING A 56 WK AS SURVEYED. (ENT 9/22/98, SJV)"
8341,UNKNOWN,"Submerged, dangerous",30.558944,-87.007042,High,1.9,Meters,,"HISTORY
  H-5834A/35--SMALL WRECK FOUND JUST AWASH AT MEAN LOW WATER IN ì
POS. LAT.30-33-996M N, LONG.87-00-675M W (NAD 27). SCALED FROM ì
SURVEY IN POS. LAT.30-33-32.4N, LONG.87-00-25.2W (NAD 27). ì
(ENTERED 8/92 MCR)
  H-10457/93--OPR-J223-AHP; WRECK FOUND BY CHAIN DRAG AND ì
DETERMINED TO HAVE A LEAST DEPTH OF 1.9M (6.2FT) IN ì
LAT.30-33-32.20W, LONG.87-00-25.35W (NAD 83). ECHOSOUNDER BOTTOM ì
TRACE REVEALED SCATTERED WOOD DEBRIS, WITH LITTLE ELEVATION. ì
(UPDATED 3/95 MCR)"
10183,HADDOCK'S HIDEAWAY,"Submerged, dangerous",30.574758,-81.131517,High,48.2,Feets,,"HISTORY
  CL528/98-- ARTIFICIAL REEF PLACEMENT RECORDS FROM THE  JACKSONVILLE OFFSHORE FISHING CLUB. ""HADDOCK'S HIDEAWAY"" (HH-4).  BARGE AND PILINGS PLACED IN 1994 IN APPROX. LAT. 30-34-31.08N  LONG. 81-07-54.96W. LORAN-C RATES (7980 CHAIN): Y=45252.5,  Z=61881.6. (ENT 1/27/99, SJV)
  F00452/99-- OPR-G354-WH; 2 SIDE SCAN SONAR CONTACTS LOCATED. DIVERS DESCRIBE A BARGE AND ASSOCIATED DEBRIS FIELD. BARGE IS SITTING UPRIGHT ON A SANDY BOTTOM. LD OF 14.76 METERS (48.2 Feets) TAKEN ON A CLEAT IN LAT. 30-34-29.13N, LONG. 81-07-53.46W.   EVALUATOR RECOMMENDS  CHARTING A 48 -FOOT DEPTH AS SURVEYED WITHIN THE FISH HAVEN LIMITS.  (UP 12/10/99, SJV)"
10182,SHARK BARGE,"Submerged, dangerous",30.589392,-81.147408,High,56.7,Feets,,"HISTORY
  CL528/98-- ARTIFICIAL REEF PLACEMENT RECORDS FROM THE  JACKSONVILLE OFFSHORE FISHING CLUB. 175-FOOT ""SHARK BARGE"" WITH  CONCRETE RUBBLE PLACED IN 1992 IN APPROX. LAT. 30-35-21.60N,  LONG. 81-08-52.20W. ""HADDOCK'S HIDEAWAY"" (HH-1).  LORAN-C RATES  (7980 CHAIN): Y=45264.8, Z=61886.2. (ENT 1/27/99, SJV)
  F00452- OPR-G354-WH; SIDE SCAN SONAR SEARCH LOCATED ITEM. DIVERS DESCRIBE A BARGE SITTING UPRIGHT NN A SANDY BOTTOM.  LD OF 17.31 METERS (56.7 Feets) TAKEN ON A CLEAT IN LAT. 30-35-21.81N, LONG. 81-08-50.67W. EVALUATOR RECOMMENDS DELETING CHARTED OBSTRUCTION AND CHARTING A 56 WK AS SURVEYED.. (UP 12/10/99, SJV)"
10075,UNKNOWN,"Submerged, dangerous",30.645592,-81.214503,High,53.1,Feets,,"HISTORY
  FE441/98-- OPR-G354-WH; UNASSIGNED (100-METER RADIUS); SIDE ì
SCAN SONAR LOCATED A WRECK. DIVERS DESCRIBE A DETERIORATED BARGE ì
WITH COLLAPSED DECKING. DIVER LD OF 53.1 Feets (16.1 METERS) TAKEN ì
ON PORT TOWING BIT (SIC.) IN LAT. 30-38-44.131N, LONG. ì
81-12-52.214W. EVALUATOR RECOMMENDS CHARTING A 53 WK AS SURVEYED. ì
(ENT 9/22/98, SJV)"
10020,ATLANTIC SUN,"Submerged, nondangerous",30.707222,-81.404972,High,11,Feets,,"HISTORY
  LNM51/95-- ADD PARTIALLY SUBMERGED WRECK (66-FOOT F/V ""ATLANTIC  SUN"") IN APPROX. POSITION LAT. 30-42-24.0N, LONG. 81-24-12.0W.  (ENT 5/29/98, SJV)
   H12275-- S-G904-NRT2-10;  Awois 10020 WK debris located in two notable areas. Due to the close proximity to the jetty, this WK is not considered to be dangerous, as the jetty is of much greater concern.  Remove Charted WK PA . Add Subm WK to charts at survey position.  Concur with recommendation."
10071,UNKNOWN,"Submerged, dangerous",30.721222,-81.412472,High,18.92,Feets,,"HISTORY
  FE441/98-- OPR-G354-WH; UNASSIGNED (500 METER RADIUS); SIDE ì
SCAN SONAR LOCATED WRECK. ES LD OF 17.8 Feets (5.4 METERS) IN LAT. ì
30-43-16.39N, LONG. 81-24-44.650W. EVALUATOR RECOMMENDS DELETING ì
CHARTED WRECK, PA, AND CHARTING 18-FOOT WK AS SURVEYED. (ENT ì
9/22/98, SJV)
  H12275-- S-G904-NRT2-10;  200% SSS confirmed and VBES developement obtained
LD=18.92ft @ mllw.  Remove charted wreck. Chart new position of wreck with least depth."
480,UNKNOWN,"Submerged, dangerous",31.011864,-81.367436,High,9,Feets,,"HISTORY
  CL882/36--COE LTR DTD 12/8/36; HULL OF A VESSEL SUNK AT THE ì
ENTRANCE TO ST. ANDREW SOUND, FOR THE PURPOSE OF MAKING A ""FISH ì
DROP""
  CL639/51--COE LTR DTD 9/24/51; WRECK HAS SUFFICIENT WATER OVER ì
IT TO PREVENT DAMAGE TO SMALL CRAFT (SURFACE NAVIGATION), HOWEVER, THE HULL WAS ì
CAUSING CONSIDERABLE DAMAGE TO COMMERCIAL FISHERMEN'S DRAG NETS.
  H9458/74--WRECK (SUBM 16FT AT MLLW), ECHOSOUNDER DEPTH, LEAST ì
DEPTH NOT OBTAINED, POSITION GIVEN IN LAT 31-00-40N, LONG ì
81-22-04W (NAD27). (UPDATED 2/97 RWD)
  H10764/97--DANG WK SUBM 9FT AT MLLW, DIVERS FOUND OLD WRECK ì
LITTERED WITH NETS. POSITION GIVEN IN LAT 31-00-42.71N, LONG ì
81-22-02.77W. (UPDATED 9/98 RWD)

 DESCRIPTION
  24 NO.1620; POSITION ACCURACY WITHIN 1 MILE; REPORTED THROUGH H.O. CHART    
     RECORDS"
9885,UNKNOWN,"Submerged, dangerous",31.017094,-81.241131,High,41,Feets,,"H9449/74--OPR-436; WRECK (SUBM 41 FT AT MLW), A 150 FT STEEL HULL LYING KEEL UP IN AN E-W DIRECTION WAS LOCATED, POSITION GIVEN IN LAT 31-01-07N, LONG  81-14-34W (NAD27). DIVERS FOUND THE WRECK LIES IN A DEPRESSION AND DOES NOT PROTRUDE ABOVE THE GENERAL LEVEL OF BOTTOM. LL DEPTHS ON THE BOW AND STERN WERE TAKEN. NO SUPERSTRUCTURE REMAINING. HULL BROKEN AMIDSHIPS W/BOW AND STERN ELEVATED. HULL HAS A ROUNDED BOTTOM, BOW/STERN TAPER TO A SHARP PERPENDICULAR,  WITH SINGLE RUDDER AND SCREW. DIVERS THAT INVESTIGATED THE WRECK DID NOT THINK THE REMAINS WERE THOSE OF A LCT (REFER TO AWOIS ITEM 481; AND FE218/74WD). WRECK NOT APPLIED TO CHART 11502. (REVISED 2/97 RWD)
  H10764/97--DANG WRECK SUBM 40FT AT MLLW, POSITION GIVEN IN LAT 31-01-01.65N, LONG 81-14-27.64W. WK IS IN E-W DIRECTION, AND SCOURS AT BOTH ENDS. WK IS METAL, DETERIORATING, AND IS RESTING UPSIDE DOWN. (UPDATED 9/98 RWD)
  H11417/02-- OPR-G443-NRT2-05; 200% SSS verified the existance of the wreck.  Recommended to revise to 41 ft at 31/01/01.54-81/14/28.07.  (updated CEH 11/2008)"
481,LCT 415,"Submerged, dangerous",31.021531,-81.208339,High,40,Feets,,"NM40/50(5835)--LCT 415 REPORTED SUNK IN LAT 31-01N, LONG 81-13W (NAD 27).
  H8216/54-55--WK NEITHER VERIFIED OR DISPROVED, PD RETAINED ON CHART.
  F00218WD/74--LCT 415, LARGE METAL WRECK (SUBM 33 FT AT MLLW), DIVER (GAUGE) LEAST DEPTH, CLEARED 30FT, PROTRUDES APPROX 13FT OFF BOTTOM. POSITION GIVEN IN LAT 31-01-17.3N, LONG 81-12-30.1W (NAD27). (REVISED 2/97 RWD)
  H10764/97--DANG WRECK SUBM 39FT AT MLLW, DIVERS FOUND A LARGE WRECK 100FT LONG BY 20FT WIDE. POSITION GIVEN IN LAT 31-01-17.64N, LONG 81-12-30.93W (UPDATED 9/98 RWD)
  H11417/02-- OPR-G443-NRT2-05; 200% SSS confirmed existance of subm wk.  Wreck is 36x8 m and LD is 40 ft.  Recommended to  revise to dang Wk with 40 ft depth at survey position.  (Updated CEH 11/2008)"
482,MICHAEL,"Submerged, dangerous",31.052797,-81.229206,High,25,Feets,,"NM37/64(4774)--LIGHTED BUOY WR2C ESTAB. TO MARK TUG MICHAEL, AT 31-03-06N,
81-13-48W 100 YDS NE IN 29 FT OF WATER W/14 FT LD, CARGO OF NITRO CARBON
NITRATE, BOOSTERS, AND BLASTING CAPS.                                         
  LNM16/66--BUOY DISCONTINUED AND PA NOTE REVISED TO PD SINCE WK SAID TO HAVE DISAPPEARED.                                                                 
  CL1208/68--NOS RESPONSE TO TAUNTON INDICATED NO EVIDENCE OF WK REMOVAL BY PRIVATE CONTRACTOR AS REPORTED (CHARTED IN LAT 31-03-07N, LONG 81-13-45W); COE HAS NO PLANS FOR REMOVAL, COULD NOT LOCATE; BRUNSWICK PORT AUTHORITY COULD NOT
CONFIRM REMOVAL; WESTERN GEOPHYSICAL, LITTON INDUSTRIES HAS NO RECORD OF
REMOVAL. (REVISED 2/97 RWD)
  H10764/97--TUG MICHAEL, DANG WRECK SUBM 24FT AT MLLW. DIVERS FOUND TUG RESTING UPSIDE DOWN. POSITION GIVEN IN LAT 31-03-10.07N, LONG 81-13-45.14W. (UPDATED 9/98 RWD)
  H11417/02-- OPR-G443-NRT2-05; 200% SSS verified the existance of the wreck.  Item is on a N?S axis, laying on its starboard side and bow north.  Recommended to revise the least depth to 25 ft at 31/03/10.04-81/13/44.76.  (Updated CEH 11/2008) 

                    
 DESCRIPTION
**** TELECON SAVANNAH COE AND 7TH CG, PHIL JOHNSON, 12/14/81, PRODUCED NO NEW
     INFO., COE HAS NO RECORDS OF WRECK AT THIS POSITION.
  01 TOW, 88 GT, 63.3 FT L, 19.3 FT W, 8.3 FT D, BUILT 1954                   
     OWNER: MARTHA GARBER VIDOS, 1509 FRONT ST, MORGAN CITY, LA."
9888,UNKNOWN,"Submerged, dangerous",31.098811,-81.208072,High,28,Feets,,"HISTORY
  H10764/97--BARGE SUBM 28FT AT MLLW, FALLS WITHIN CHARTED FISH ì
HAVEN. POSITION GIVEN IN LAT 31-05-55.72N, LONG 81-12-29.06W. ì
DIVERS FOUND THE BARGE EMPTY. (ENTERED 9/98 RWD)"
9889,UNKNOWN,"Submerged, dangerous",31.099011,-81.2043,High,29,Feets,,"HISTORY
  H10764/97--SMALL METAL HULLED DANG WK SUBM 29FT AT MLLW, FALLS ì
WITHIN FISH HAVEN. POSITION GIVEN IN LAT 31-05-56.44N, LONG ì
81-12-15.48W. (ENTERED 9/98 RWD)"
9884,LITTLE SACHA,"Submerged, dangerous",31.142039,-81.286536,High,17,Feets,,"AWOIS ITEM 9884

 HISTORY
  LNM35/79(8/29/79)--7TH CGD; LITTLE SACHA (56FT F/V), REPORTED ì
SUNK AND ABANDONED IN LAT 31-08N, LONG 81-17W (NAD27). (ENTERED ì
2/97 RWD)
  H10780/97--LITTLE SACHA (WRECK SUBM 17FT AT MLLW) LOCATED BY ì
S2. DIVERS FOUND WRECK BADLY BROKEN AND RESTING UPSIDE DOWN. ì
POSITION GIVEN IN LAT 31-08-31.24N, LONG 81-17-11.53W. (UPDATED ì
9/98 RWD)"
488,MELERO,"Submerged, nondangerous",31.748339,-78.667922,High,510.11,Meters,,"HISTORY
 S-G900-03 --  A SUMBERGED NONDANGEROUS WRECK WITH A LEAST DEPTH OF 510.11 METERS (276 FATHOMS) WAS LOCATED WITH MULTIBEAM IN POSITION LATITUDE 31°44'54.02""N, LONGITUDE 078°40'04.52""W (NAD83). HYDROGRAPHER RECOMMENDS THE WRECK SYMBOL BE DELETED FROM THE CHART AND A 276 WRECK BE CHARTED [ENTERED 11/16/04 JCM]

 DESCRIPTION
       01 DATED 1920                                                               
       24 NO.8812; CARGO; SUNK 1/26/20 BY MARINE CASUALTY; 5596 GT"
9829,UNKNOWN,"Submerged, dangerous",31.869581,-80.646006,High,47,Feets,,"HISTORY
  H10597/95-- DANG WRECK (SUBM 47FT AT MLLW), PORTIONS OF A WOODEN ì
HULL, A BOLLARD, ANCHOR CHAIN AND A LARGE METAL CONTAINER WERE FOUND. ì
A DIVER, MOD III LEAST DEPTH GAUGE DEPTH, WAS TAKEN ON THE HULL, POSITION GIVEN  ì
IN LAT 31-52-10.49N, LONG 80-38-45.62W. (UPDATED 6/96 RWD)"
11474,ESPECO,"Submerged, dangerous",31.883408,-80.882614,High,4,Feets,,"LNM44/94--(11/01/94); ADD WASSAW SOUND LIGHT BUOY WR, QR.  MARKS TUG ""ESPECO"" IN LAT. 31-52-57.6N, LONG. 80-52-57.6W.  ADD SUBMERGED WRECK (TUG ""ESPECO"") IN (PA)  LAT. 31-52-58.8N, LONG. 80-52-56.4W.
  CL1964/94 (11/01/94)-- NOAA SHIP WHITING TO CHIEF, MCD; COAST PILOT REVIEW; SUNKEN WRECK LOCATED IN LAT. 31-53-00.501N, LONG. 80-52-57.359W (DGPS).  PILOT HOUSE OF WRECK IS FULLY EXPOSED AT LOW WATER.  COPY OF CL1964/94 TO 7CGD ON 2/9/95.  COAST GUARD WILL ""RELOCATE WRECK TO GP IN CL. (ENT 5/9/02, SJV)
  LNM 9/95 (2/28/95)-- 7TH CGD; ESPECO POSITION REVISED TO LAT 31-53-00.5N, LONG 80-52-57.4W.
  H10576/94-- OPR-G115; ESPECO (YELLOW TUGBOAT), UNCOVERS 6FT AT MLLW, PILOT HOUSE AND STACK VISIBLE 4 TO 6 FT AT MLLW. POSITION GIVEN IN LAT 31-53-00.5N, LONG 80-52-57.36W. (ENTERED 8/95 RWD)
  H11145/02-- S-G915-WH; VISUAL SEARCH NEGATIVE. NO SIDE SCAN SONAR OR ECHO SOUNDER OPS ATTEMPTED DUE TIME CONSTRAINTS AND AREA INACCESSABILITY.  EVALUATOR RECOMMENDS REVISING TO A DANGEROUS SUBMERGED WRECK AT CHARTED LOCATION. (UP 11/24/03, SJV)

 DESCRIPTION
   **** TELCON 12/1/94 WITH MR JOHN SCHUMAN, COE (912-652-5888); THE 75FT TUG WAS PLANNED TO BE SALVAGED.
   **** TELCON 8/16/95 WITH MR JOHN SCHUMAN, THE PLANS TO SALVAGE THE TUG HAVE BEEN CANCELLED. (ENTERED 8/95 RWD)
   **** TELCON, 5/9/02, S. VERRY (N/CS31) AND MR. JAMES POHL (954-421-0997) OWNER OF VESSEL (""POHL INC."")  1413 SW 1ST AVE., DEERFIELD BEACH, FL  33441;  TUG IS 96 Feets LONG, 20 Feets WIDE, AND DRAWS 8 Feets.  OWNER UNABLE TO SALVAGE VESSEL.  COAST GUARD HAD PLANNED TO TOW VESSEL TO DEEPER WATER IN THE SPRING OF 1995.  UNKNOWN IF THIS WAS ACCOMPLISHED.

 F00501/05 -- AWOIS #11474 is a charted dangerous sunken wreck in Latitude 31º53¿00.50 N, Longitude 80º52¿57.36 W. The wreck was investigated by the hydrographer and found to have a depth of 4 Feets in Latitude 31º53¿00.27 N, Longitude 80º52¿57.41 W. It is recommended that the dangerous sunken wreck be revised to a dangerous wreck with a depth of 4 Feets and charted in the present survey location.Updated 7/18/2006 JCM.
  H11502-- 2005;  To shallow for side scan sonar.  A seven foot sounding was, from single beam was located, but not sufficient to verify or disprove item.  Recommend to leave the charted 4 ft dangerous wreck charted.  (Updated CEH 3/2008)"
8902,GREAT WHITE,"Submerged, dangerous",31.927208,-80.909256,High,0.1,Meters,,"HISTORY
  H9865/80--4-5 FT DEPTHS EXIST IN VICINITY.
  LNM51/89(12/19/89)--7TH CGD; GREAT WHITE (P/C 68 FT) REPORTED ì
SUNK, POS GIVEN IN LAT 31-55-31.2N, LONG 80-54-25.8W(NAD27). ì
(ENTERED 5/94/RWD)
  H10576/94--OPR-G115; WK NOT INVESTIGATED, TO BE ADDRESSED IN ì
NEXT SEASONS WORK.
  LNM36/95(9/5/95)--7TH CGD; GREAT WHITE LOCATED, ì
POSITION GIVEN IN LAT 31-55-37.95N, LONG 80-54-33.32W. (UPDATED ì
8/95 RWD)
  FE417/95-- GREAT WHITE (COVERED 0.1M AT MLLW), STEEL HULLED ì
VESSEL, SOUNDING POLE LEAST DEPTH, POSITION GIVEN IN LAT ì
31-55-37.95N, LONG 80-54-33.32W. (UPDATED 9/95 RWD)"
7452,CANTERBURY,"Submerged, dangerous",31.944111,-80.828306,High,15,Feets,,"H9865/80--18-19FT DEPTHS EXIST IN VICINITY. (UPDATED 5/94 RWD)
  CL1189/85--DR. E. LEE SPENCE, SHIPWRECKS INC., A WRECK WAS LOCATED WITH A  
KLEIN HYDROSCAN 531-T SIDE SCAN SONAR APPROX. 2.8 NM OFF THE SOUTH END OF  
TYBEE IS. GEORGIA IN APPROX. POS. LAT 31-56-38N, LONG 80-49-44W. IT HAS  
BEEN TENTATIVELY IDENTIFIED AS THE BRITISH SHIP CANTERBURY WHICH WAS LOST  
FEB. 15,1875 IN 18FT DEPTHS (ENT 6/89 MJF)
  LNM52/85(12/24/85)--7TH CG DIST; DANGEROUS SUBM WK PA LOCATED IN APPROX. ì
POS. LAT 31-56-38N, LONG 80-49-44W(NAD27). (ENT 6/89 MJF)
  H10582/94-95-- CANTERBURY (SUBM 15FT AT MLLW), DIVER-MOD III ì
GAUGE LD, LOCATED BY S2, POSITION GIVEN IN LAT 31-56-38.8N, LONG  ì
80-49-41.9W. (UPDATED 8/95 RWD)

 DESCRIPTION
**** LORAN-C RATES: 7980-Y-45610.9, 7980-Z-61320.9
**** AMERICAN LLOYDS (1872): REPORTED CANTERBURY WITH A DRAFT OF 21FT AND  
     1296 TONS; TWO-DECKED VESSEL; COPPER ALLOY HULL METALLED IN 1871 AN  
     FASTENED WITH IRON AND COPPER FASTENINGS; BUILT AT ST. JOHN, NB IN  
     1855 AND HOME PORTED IN ABERDEEN; CARRIED AN OUTBOUND CARGO OF COTTON  
     (3890 BALES)."
